Date,Price,Open,High,Low,Vol.,Change %
08/25/1999,1007.61,988.58,1007.61,988.58,,1.96%
08/24/1999,988.25,984.86,988.25,980.01,,0.35%
08/23/1999,984.76,978.56,984.76,976.55,,0.64%
08/20/1999,978.46,975.41,978.46,973.21,,0.32%
08/19/1999,975.31,981.15,981.15,972.87,,-0.59%
08/18/1999,981.05,997.47,997.47,981.05,,-1.49%
08/17/1999,995.9,997.36,997.36,993.63,,-0.14%
08/16/1999,997.25,1002.31,1002.31,997.25,,-0.49%
08/13/1999,1002.21,1000.06,1002.21,996.31,,0.24%
08/12/1999,999.84,998.48,1000.46,998.48,,0.15%
08/11/1999,998.38,1004.79,1004.79,996.64,,-0.65%
08/10/1999,1004.91,1016.15,1016.15,1002.6,,-1.08%
08/09/1999,1015.93,1030.44,1030.44,1015.93,,-1.40%
08/06/1999,1030.34,1029.88,1030.56,1023.76,,0.03%
08/05/1999,1030,1036.18,1036.18,1027.29,,-0.59%
08/04/1999,1036.08,1024.25,1036.08,1024.25,,1.16%
08/03/1999,1024.15,1020.54,1024.15,1015.72,,0.36%
08/02/1999,1020.44,1014.69,1020.44,1014.69,,0.63%
07/30/1999,1014.02,1014.24,1014.24,1007.47,,-0.01%
07/29/1999,1014.13,1019.64,1019.64,1010.6,,-0.56%
07/28/1999,1019.87,1005.46,1019.87,1005.46,,1.44%
07/27/1999,1005.36,1009.4,1009.4,998.2,,-0.37%
07/26/1999,1009.07,1030.44,1030.44,1009.07,,-2.07%
07/23/1999,1030.45,1058.13,1058.13,1030.45,,-2.61%
07/22/1999,1058.02,1060.72,1060.72,1056.46,,-0.24%
07/21/1999,1060.61,1051.04,1060.61,1051.04,,0.92%
07/20/1999,1050.93,1046.65,1050.93,1046.65,,0.31%
07/19/1999,1047.67,1059.71,1059.71,1047.67,,-1.13%
07/16/1999,1059.6,1062.86,1062.86,1059.13,,-0.19%
07/15/1999,1061.62,1058.92,1064.71,1058.92,,0.27%
07/14/1999,1058.81,1069.05,1069.05,1058.81,,-0.85%
07/13/1999,1067.92,1062.74,1067.92,1057.06,,0.50%
07/12/1999,1062.63,1074.22,1074.22,1062.63,,-1.07%
07/09/1999,1074.11,1062.86,1074.11,1062.86,,1.07%
07/08/1999,1062.75,1068.15,1068.15,1062.75,,-0.78%
07/07/1999,1071.07,1067.81,1071.07,1056.84,,0.25%
07/06/1999,1068.37,1058.36,1068.37,1056.27,,0.96%
07/05/1999,1058.25,1049.01,1058.25,1041.84,,0.89%
07/02/1999,1048.91,1032.47,1050.21,1029.77,,1.66%
07/01/1999,1031.8,1006.36,1031.8,1006.36,,2.56%
06/30/1999,1006.03,971.7,1006.03,971.7,,3.54%
06/28/1999,971.6,970.91,972.83,967.63,,-0.12%
06/25/1999,972.72,979.35,979.35,972.72,,-0.67%
06/24/1999,979.25,980.93,980.93,970.91,,-0.16%
06/23/1999,980.82,996.12,996.12,979.14,,-1.53%
06/22/1999,996.02,1001.18,1012.6,996.02,,-0.51%
06/21/1999,1001.08,985.65,1001.08,985.65,,1.64%
06/18/1999,984.88,981.04,984.88,976.78,,0.40%
06/17/1999,980.94,971.13,980.94,971.13,,1.02%
06/16/1999,971.03,944.91,971.03,944.91,,2.78%
06/15/1999,944.81,943.9,945.31,937.94,,0.27%
06/14/1999,942.23,948.85,948.85,942.23,,-0.69%
06/11/1999,948.75,941.87,948.75,941.87,,0.74%
06/10/1999,941.78,939.28,941.78,934.82,,0.28%
06/09/1999,939.19,938.05,939.19,931.36,,0.13%
06/08/1999,937.95,931.86,937.95,931.86,,0.66%
06/07/1999,931.76,923.53,931.76,923.53,,1.02%
06/04/1999,922.31,909.46,922.31,909.46,,1.42%
06/02/1999,909.37,906.76,909.37,903.8,,0.30%
06/01/1999,906.67,897.76,906.67,897.76,,1.00%
05/31/1999,897.66,903.16,903.16,895.54,,-0.60%
05/28/1999,903.06,904.4,904.4,896.88,,-0.14%
05/27/1999,904.3,919.25,919.25,900.32,,-1.62%
05/26/1999,919.16,893.93,919.16,893.33,,2.83%
05/25/1999,893.84,906.76,906.76,892.09,,-1.42%
05/24/1999,906.67,931.52,931.52,906.67,,-2.61%
05/20/1999,930.97,935.46,935.46,927.68,,-0.42%
05/19/1999,934.91,949.98,949.98,934.71,,-1.58%
05/18/1999,949.88,951.44,957.92,949.88,,-0.15%
05/17/1999,951.34,965.62,965.62,948.02,,-1.47%
05/14/1999,965.52,987.57,987.57,954,,-2.22%
05/13/1999,987.46,958.98,987.46,958.98,,3.05%
05/12/1999,958.21,962.92,962.92,950.5,,-0.25%
05/11/1999,960.57,980.48,980.48,941.59,,-2.02%
05/10/1999,980.37,959.66,980.37,959.66,,2.28%
05/07/1999,958.54,937.71,958.54,937.71,,2.28%
05/06/1999,937.16,939.06,939.06,935.6,,-0.08%
05/05/1999,937.95,935.8,939.06,930.65,,0.30%
05/04/1999,935.14,932.19,951.45,932.19,,0.33%
05/03/1999,932.1,941.31,941.31,932.1,,-0.83%
04/30/1999,939.86,930.06,940.06,930.06,,1.30%
04/29/1999,927.82,937.03,937.03,924.68,,-0.97%
04/28/1999,936.94,915.09,936.94,914.87,,2.40%
04/27/1999,914.99,926.12,926.12,909.45,,-1.19%
04/26/1999,926.02,956.05,956.05,924.34,,-3.09%
04/23/1999,955.5,979.91,982.02,955.5,,-2.46%
04/22/1999,979.59,1002.98,1016.73,979.59,,-2.33%
04/21/1999,1002.99,1039,1039,1001.92,,-3.46%
04/20/1999,1038.89,1018.85,1038.89,1016.36,,2.17%
04/19/1999,1016.83,1000.85,1016.83,1000.85,,1.79%
04/16/1999,998.94,990.15,998.94,990.15,,0.90%
04/15/1999,990.05,986.55,990.05,986.15,,0.36%
04/14/1999,986.45,983.06,991.95,983.06,,0.36%
04/13/1999,982.96,975.52,982.96,974.77,,0.77%
04/12/1999,975.42,971.81,975.42,969.19,,0.43%
04/09/1999,971.26,971.02,971.26,970.08,,0.04%
04/08/1999,970.92,956.5,970.92,953.09,,1.53%
04/07/1999,956.29,946.38,956.29,944.86,,1.09%
04/06/1999,945.94,947.39,947.39,940.51,,-0.14%
04/05/1999,947.29,939.06,947.29,939.06,,0.89%
04/01/1999,938.96,931.74,938.96,922.2,,0.78%
03/31/1999,931.65,919.14,931.65,919.14,,1.37%
03/30/1999,919.04,915.54,919.04,914.62,,0.39%
03/29/1999,915.44,917.56,917.56,913.84,,-0.22%
03/26/1999,917.47,918.8,918.8,911.83,,0.10%
03/25/1999,916.57,908.79,916.57,908.79,,0.87%
03/24/1999,908.69,910.25,910.25,903.46,,-0.12%
03/23/1999,909.82,918.8,918.8,909.82,,-0.97%
03/22/1999,918.71,919.81,919.81,912.5,,-0.08%
03/19/1999,919.49,910.7,919.49,910.7,,0.98%
03/18/1999,910.6,905.18,910.6,903.01,,0.61%
03/17/1999,905.09,908.11,908.11,900.45,,-0.32%
03/16/1999,908.02,907.66,909.45,906.36,,0.07%
03/15/1999,907.34,905.97,907.34,900.45,,0.16%
03/12/1999,905.88,899.67,906.03,899.19,,0.70%
03/11/1999,899.58,906.2,906.81,899.58,,-0.71%
03/10/1999,905.99,896.86,905.99,893.89,,0.98%
03/09/1999,897.21,900.68,900.68,877.09,,-0.46%
03/08/1999,901.38,898.32,901.38,896.49,,0.35%
03/05/1999,898.23,896.74,898.23,883.74,,0.15%
03/04/1999,896.88,869.06,896.88,869.06,,3.21%
03/03/1999,868.97,849.59,868.97,849.59,,2.29%
03/02/1999,849.5,858.37,858.37,849.5,,-1.02%
03/01/1999,858.28,857.8,858.28,852.8,,-0.16%
02/26/1999,859.63,878.51,878.51,859.63,,-2.14%
02/25/1999,878.42,873.33,878.42,860.06,,-0.76%
02/24/1999,885.17,876.82,885.17,870.32,,0.96%
02/23/1999,876.73,892.35,892.35,876.73,,-1.74%
02/22/1999,892.26,899.89,899.89,890.51,,-0.84%
02/19/1999,899.8,889.88,899.8,889.88,,1.55%
02/18/1999,886.07,871.76,886.07,871.76,,1.65%
02/17/1999,871.67,876.49,876.49,871.66,,-0.08%
02/16/1999,872.34,868.83,872.34,868.83,,0.41%
02/15/1999,868.74,869.4,869.4,864.85,,-0.07%
02/12/1999,869.31,876.82,876.82,869.31,,-0.85%
02/11/1999,876.73,858.25,876.73,857.69,,2.16%
02/10/1999,858.16,843.85,858.16,843.15,,1.71%
02/09/1999,843.76,827.3,843.76,827.3,,2.00%
02/08/1999,827.22,818.08,827.22,818.08,,1.16%
02/05/1999,817.77,818.64,818.64,789.36,,0.25%
02/04/1999,815.74,818.08,818.08,810.45,,-0.36%
02/03/1999,818.67,820.44,820.44,808.3,,-0.20%
02/02/1999,820.35,824.38,824.38,817.78,,-0.25%
02/01/1999,822.38,812.45,822.38,805.03,,1.47%
01/29/1999,810.45,814.47,814.47,804.69,,-0.48%
01/28/1999,814.39,810.65,814.39,804.24,,0.47%
01/27/1999,810.56,815.04,822,807.4,,-0.31%
01/26/1999,813.04,805.36,813.96,805.36,,2.19%
01/25/1999,795.6,741.66,795.6,741.66,,7.41%
01/22/1999,740.68,734.91,740.68,727.34,,0.83%
01/21/1999,734.61,727.37,735.51,718.09,,0.93%
01/20/1999,727.85,708.57,727.85,708.57,,2.88%
01/19/1999,707.49,711.84,711.84,702.87,,-0.60%
01/18/1999,711.76,706.77,711.76,705.8,,0.84%
01/15/1999,705.8,687.08,713.53,660.47,,2.74%
01/14/1999,687,705.87,717.43,681.44,,-2.66%
01/13/1999,705.8,742,742,697.34,,-4.97%
01/12/1999,742.71,764.39,764.39,736.58,,-2.83%
01/11/1999,764.31,784.99,784.99,760.72,,-2.64%
01/08/1999,785.02,788.25,798.79,785.02,,-0.64%
01/07/1999,790.08,799.84,799.84,787.22,,-1.21%
01/06/1999,799.76,796.47,799.76,796.47,,0.50%
01/05/1999,795.82,793.54,795.82,786.99,,0.30%
01/04/1999,793.46,786.79,793.46,786.79,,0.86%
12/30/1998,786.71,783.64,786.71,781.6,,0.36%
12/29/1998,783.89,780.04,783.89,779.93,,0.50%
12/28/1998,779.96,799.39,799.39,779.96,,-2.42%
12/24/1998,799.31,802.55,802.55,798.56,,-0.38%
12/23/1998,802.35,799.06,804.37,799.06,,0.75%
12/22/1998,796.39,804.8,804.8,792.18,,-1.03%
12/21/1998,804.71,784.43,806.26,784.43,,2.60%
12/18/1998,784.34,775.2,784.34,775.2,,1.19%
12/17/1998,775.12,758.09,775.12,758.09,,2.39%
12/16/1998,757,753.48,764.86,745.94,,0.40%
12/15/1998,753.96,727.82,753.96,727.82,,3.60%
12/14/1998,727.74,740.2,740.2,727.74,,-1.66%
12/11/1998,740.01,749.65,749.65,736.58,,-1.28%
12/10/1998,749.57,752.91,756.83,749.57,,-0.42%
12/09/1998,752.72,771.37,771.37,749.89,,-2.49%
12/07/1998,771.97,769.79,771.97,765.64,,0.29%
12/04/1998,769.72,781.27,781.27,769.72,,-1.33%
12/03/1998,780.07,798.16,798.16,780.07,,-2.16%
12/02/1998,797.29,820.78,820.78,797.29,,-2.83%
12/01/1998,820.47,829.11,829.11,820.47,,-1.03%
11/30/1998,829.02,837.32,837.32,829.02,,-0.90%
11/27/1998,836.56,832.26,836.56,832.26,,0.53%
11/26/1998,832.17,824.49,832.17,823.53,,0.94%
11/25/1998,824.41,823.7,824.41,819.13,,0.30%
11/24/1998,821.93,825.95,825.95,821.93,,-0.48%
11/23/1998,825.87,822.69,825.87,822,,0.53%
11/20/1998,821.48,817.4,821.48,817.4,,0.51%
11/19/1998,817.32,801.53,817.32,801.53,,1.98%
11/18/1998,801.45,802.09,802.09,792.52,,-0.07%
11/17/1998,802.01,799.96,802.01,794.43,,0.27%
11/16/1998,799.87,808.06,808.06,799.87,,-1.00%
11/13/1998,807.98,813.35,813.35,803.45,,-0.65%
11/12/1998,813.26,820.33,820.33,812.14,,-0.85%
11/11/1998,820.24,797.14,820.24,797.14,,3.20%
11/10/1998,794.81,797.03,797.03,786.65,,-0.24%
11/09/1998,796.72,807.83,807.83,796.72,,-1.24%
11/06/1998,806.74,795.45,806.74,795.45,,1.52%
11/05/1998,794.7,792.3,794.7,782.03,,0.33%
11/04/1998,792.11,777,793.09,777,,2.01%
11/03/1998,776.47,746.27,776.47,746.27,,4.10%
11/02/1998,745.86,732.99,745.86,732.99,,1.77%
10/30/1998,732.92,705.42,732.92,705.42,,3.86%
10/29/1998,705.68,703.51,705.68,700.16,,0.24%
10/28/1998,704,708.23,708.23,699.15,,-0.59%
10/27/1998,708.16,703.28,709.07,703.28,,1.09%
10/26/1998,700.51,705.2,705.2,700.05,,-0.65%
10/23/1998,705.12,698.78,707.73,698.78,,0.92%
10/22/1998,698.71,679.65,702.37,679.65,,2.83%
10/21/1998,679.46,697.2,697.2,678.28,,-2.46%
10/20/1998,696.57,683.59,696.57,683.59,,2.16%
10/19/1998,681.83,674.02,681.83,670.95,,1.17%
10/16/1998,673.95,673.12,680.39,673.1,,0.15%
10/15/1998,672.94,663.55,672.94,658.44,,1.42%
10/14/1998,663.49,652.98,663.49,652.98,,1.62%
10/13/1998,652.91,643.63,652.91,643.63,,1.45%
10/09/1998,643.57,623.94,643.57,623.94,,3.31%
10/08/1998,622.97,643.63,643.63,622.97,,-2.74%
10/07/1998,640.53,653.31,653.31,640.53,,-1.91%
10/06/1998,653.02,655.68,660.19,651.9,,-0.14%
10/05/1998,653.92,666.93,666.93,651.9,,-1.94%
10/02/1998,666.86,650.05,666.86,650.05,,2.60%
10/01/1998,649.98,671.66,671.66,649.98,,-2.84%
09/30/1998,669,673.8,673.8,668.36,,-0.68%
09/29/1998,673.61,675.6,683.84,668.7,,-0.18%
09/28/1998,674.85,656.8,674.85,656.63,,2.99%
09/25/1998,655.27,650.05,656.84,639.72,,0.92%
09/24/1998,649.31,669.18,679.38,649.31,,-2.89%
09/23/1998,668.66,617.07,668.66,617.07,,8.63%
09/22/1998,615.55,592.54,615.55,592.54,,3.89%
09/21/1998,592.48,593.55,593.55,590.21,,-0.11%
09/17/1998,593.15,600.76,602.38,584.58,,-1.29%
09/16/1998,600.92,603.46,607.74,600.36,,-0.37%
09/15/1998,603.17,554.73,603.17,550.52,,8.72%
09/14/1998,554.78,562.83,562.83,554.78,,-1.16%
09/10/1998,561.31,606.04,606.04,561.31,,-7.37%
09/09/1998,605.98,611.9,611.9,593.37,,-0.94%
09/08/1998,611.72,614.94,627.6,610.74,,-0.51%
09/07/1998,614.87,608.18,614.87,608.18,,1.20%
09/04/1998,607.56,626.64,626.64,605.55,,-2.98%
09/03/1998,626.24,648.25,648.25,626.24,,-3.38%
09/02/1998,648.18,662.2,668.33,648.18,,-2.11%
09/01/1998,662.14,633.06,662.14,632.95,,4.59%
08/31/1998,633.1,661.42,661.42,633.1,,-4.27%
08/28/1998,661.35,660.29,670.9,645.47,,0.17%
08/27/1998,660.22,705.2,705.2,660.22,,-6.22%
08/26/1998,704,737.27,737.27,703.32,,-3.96%
08/25/1998,733.03,728.72,735.62,728.72,,0.87%
08/24/1998,726.73,740.87,740.87,723.95,,-1.85%
08/21/1998,740.46,762.03,762.03,726.55,,-2.71%
08/20/1998,761.05,792.3,792.3,761.05,,-3.92%
08/19/1998,792.11,802.55,802.55,792.11,,-1.29%
08/18/1998,802.46,808.85,808.85,794.66,,-0.78%
08/17/1998,808.76,821.56,825.23,808.42,,-1.99%
08/14/1998,825.19,830.46,830.46,825.19,,-0.29%
08/13/1998,827.56,835.3,835.3,819.58,,-0.58%
08/12/1998,832.4,838.11,843.87,832.4,,-0.67%
08/11/1998,838.02,864.78,864.78,834.46,,-3.10%
08/10/1998,864.8,875.36,875.36,864.8,,-1.20%
08/07/1998,875.27,882.23,882.23,875.27,,-0.78%
08/06/1998,882.13,886.16,886.16,879.69,,-0.44%
08/05/1998,886.07,889.2,889.2,882.37,,-0.42%
08/04/1998,889.79,900.57,900.57,889.79,,-1.19%
08/03/1998,900.48,902.03,902.03,894.87,,-0.24%
07/31/1998,902.61,893.03,902.68,891.52,,1.08%
07/30/1998,892.94,898.09,898.09,888.82,,-0.56%
07/29/1998,898,905.52,905.52,893.33,,-0.76%
07/28/1998,904.87,911.71,911.71,904.02,,-0.74%
07/27/1998,911.62,913.06,913.06,905.36,,-0.14%
07/24/1998,912.86,910.25,916.85,910.25,,0.30%
07/23/1998,910.15,914.41,914.41,910.15,,-0.46%
07/22/1998,914.32,927.81,927.81,911.82,,-1.47%
07/21/1998,927.93,942.32,952.23,927.93,,-1.52%
07/20/1998,942.23,943.67,943.97,941.48,,-0.12%
07/17/1998,943.35,911.15,943.35,911.15,,3.55%
07/16/1998,911.05,895.96,911.05,894.57,,1.70%
07/15/1998,895.86,882.9,895.86,882.9,,1.50%
07/14/1998,882.58,866.58,882.58,866.58,,1.86%
07/13/1998,866.49,861.07,866.49,859.39,,0.71%
07/10/1998,860.42,861.97,861.97,857.24,,-0.17%
07/09/1998,861.88,855.78,861.88,855.78,,0.72%
07/08/1998,855.69,840.36,855.69,840.36,,1.84%
07/07/1998,840.27,844.75,844.75,837.96,,-0.52%
07/06/1998,844.66,845.76,845.99,844.66,,-0.12%
07/03/1998,845.67,852.85,852.85,844.05,,-0.83%
07/02/1998,852.76,864.67,864.67,852.76,,-1.37%
07/01/1998,864.58,860.95,864.58,860.61,,0.43%
06/30/1998,860.87,850.71,860.87,850.71,,1.20%
06/26/1998,850.63,841.6,852.57,841.6,,1.66%
06/25/1998,836.78,849.25,849.25,833.9,,-1.46%
06/24/1998,849.16,850.71,850.71,849.16,,-0.17%
06/23/1998,850.63,846.21,850.63,845.54,,0.53%
06/22/1998,846.12,857.92,857.92,846.12,,-1.21%
06/19/1998,856.48,858.14,858.15,852.35,,-0.18%
06/18/1998,858.05,864.78,864.78,858.05,,-0.74%
06/17/1998,864.47,849.03,864.47,849.03,,1.83%
06/16/1998,848.94,860.17,860.17,848.94,,-1.30%
06/15/1998,860.08,891.12,891.12,860.08,,-3.47%
06/12/1998,891.02,913.63,913.63,888.59,,-2.46%
06/10/1998,913.53,933.77,933.77,913.53,,-2.22%
06/09/1998,934.24,914.98,934.24,914.53,,2.03%
06/08/1998,915.67,914.53,915.67,908.71,,0.16%
06/05/1998,914.21,906.53,914.21,902.8,,0.86%
06/04/1998,906.44,902.82,906.44,898.89,,0.41%
06/03/1998,902.73,891.79,902.73,891.79,,1.24%
