Date,Price,Open,High,Low,Vol.,Change %
06/17/2011,4623.51,4530.7,4632.03,4530.7,,2.05%
06/16/2011,4530.7,4572.09,4574.06,4525.82,,-0.91%
06/15/2011,4572.09,4646.13,4649.73,4540.18,,-1.59%
06/14/2011,4646.13,4663.35,4700.87,4643.74,,-0.37%
06/13/2011,4663.35,4737.51,4737.51,4659.36,,-1.57%
06/10/2011,4737.51,4762.44,4762.44,4719.71,,-0.52%
06/09/2011,4762.44,4819.39,4837.97,4758.66,,-1.18%
06/08/2011,4819.39,4815.4,4822.83,4789.54,,0.08%
06/07/2011,4815.4,4811.5,4843.56,4811.5,,0.08%
06/06/2011,4811.5,4877.85,4877.85,4811.5,,-1.36%
06/03/2011,4877.85,4870.58,4882.2,4842.96,,0.15%
06/02/2011,4870.58,4848.22,4877.35,4835.02,,0.46%
06/01/2011,4848.22,4847.87,4856.45,4823.35,,0.01%
05/31/2011,4847.87,4845.32,4873.87,4838.23,,0.05%
05/30/2011,4845.32,4841.65,4853.83,4831.75,,0.08%
05/27/2011,4841.65,4839.87,4869.96,4514.68,,0.04%
05/26/2011,4839.87,4800.82,4846.68,4800.82,,0.81%
05/25/2011,4800.82,4790.38,4810.96,4789.28,,0.22%
05/24/2011,4790.38,4798.29,4822.26,4781.14,,-0.16%
05/23/2011,4798.29,4818.96,4818.96,4777.32,,-0.43%
05/20/2011,4818.96,4816.49,4834.21,4805.43,,0.05%
05/19/2011,4816.49,4865.86,4883.13,4815.37,,-1.01%
05/18/2011,4865.86,4852.96,4884.92,4858.97,,0.27%
05/17/2011,4852.96,4855.01,4860.53,4834.51,,-0.04%
05/16/2011,4855.01,4851.01,4863.68,4844.01,,0.08%
05/13/2011,4851.01,4863.81,4865.26,4834.52,,-0.26%
05/12/2011,4863.81,4848.9,4866.46,4809.12,,0.31%
05/11/2011,4848.9,4857.58,4867.54,4826.02,,-0.18%
05/10/2011,4857.58,4821.66,4860.37,4821.66,,0.74%
05/09/2011,4821.66,4813.64,4859.58,4814,,0.17%
05/06/2011,4813.64,4788.84,4822.91,4786.92,,0.52%
05/05/2011,4788.84,4758.66,4796.4,4744.57,,0.63%
05/04/2011,4758.66,4810,4812.91,4584.49,,-1.07%
05/03/2011,4810,4826.07,4826.07,4804.43,,-0.33%
05/02/2011,4826.07,4822.5,4836.28,4812.3,,0.07%
04/29/2011,4822.5,4757.99,4825.11,4755.91,,1.36%
04/28/2011,4757.99,4754.91,4761,4725.47,,0.06%
04/27/2011,4754.91,4767.26,4786.7,4743.61,,-0.26%
04/26/2011,4767.26,4752.2,4772.45,4738.09,,0.32%
04/25/2011,4752.2,4738.66,4755.48,4730.74,,0.29%
04/21/2011,4738.66,4718.52,4741.76,4719.63,,0.43%
04/20/2011,4718.52,4675.6,4730.47,4686.24,,0.92%
04/19/2011,4675.6,4643.95,4677.27,4643.95,,0.68%
04/18/2011,4643.95,4669.88,4671.14,4610.05,,-0.56%
04/15/2011,4669.88,4656.13,4676.86,4656.13,,0.30%
04/14/2011,4656.13,4645.17,4658.88,4618.14,,0.24%
04/13/2011,4645.17,4616.79,4667.03,4617,,0.61%
04/12/2011,4616.79,4694,4694,4610.83,,-1.64%
04/11/2011,4694,4712.97,4751.97,4681.33,,-0.40%
04/08/2011,4712.97,4741.31,4751.97,4704.71,,-0.60%
04/07/2011,4741.31,4781.66,4793.27,4725.46,,-0.84%
04/06/2011,4781.66,4765.23,4818.85,4765.23,,0.34%
04/05/2011,4765.23,4738.81,4771.73,4723.48,,0.56%
04/04/2011,4738.81,4712.85,4739.54,4712.85,,0.55%
04/01/2011,4712.85,4624.47,4717.45,4624.47,,1.91%
03/31/2011,4624.47,4594.19,4633.47,4594.19,,0.66%
03/30/2011,4594.19,4557.9,4598.04,4557.9,,0.80%
03/29/2011,4557.9,4593.4,4599.46,4546.31,,-0.77%
03/28/2011,4593.4,4588.55,4601.65,4564.44,,0.11%
03/25/2011,4588.55,4596.71,4623.29,4548.76,,-0.18%
03/24/2011,4596.71,4555.37,4602.54,4555.37,,0.91%
03/23/2011,4555.37,4510.31,4583,4510.31,,1.00%
03/22/2011,4510.31,4436.32,4514.7,4436.32,,1.67%
03/21/2011,4436.32,4313.64,4444.03,4313.64,,2.84%
03/18/2011,4313.64,4329.2,4346.97,4288.1,,-0.36%
03/17/2011,4329.2,4334.65,4376.4,4321.43,,-0.13%
03/16/2011,4334.65,4363.89,4391.74,4294.19,,-0.67%
03/15/2011,4363.89,4325.12,4372.49,4223.46,,0.90%
03/14/2011,4325.12,4324.28,4346.5,4288.22,,0.02%
03/11/2011,4324.28,4371.23,4371.23,4317.14,,-1.07%
03/10/2011,4371.23,4448.08,4448.08,4366.78,,-1.73%
03/09/2011,4448.08,4482.68,4498.38,4445.74,,-0.77%
03/08/2011,4482.68,4487.68,4509.06,4477.3,,-0.11%
03/07/2011,4487.68,4527.47,4534.6,4477.18,,-0.88%
03/04/2011,4527.47,4515.96,4566.88,4515.96,,0.25%
03/03/2011,4515.96,4418.72,4526.4,4418.72,,2.20%
03/02/2011,4418.72,4400.67,4422.75,4384.31,,0.41%
03/01/2011,4400.67,4444.57,4470.77,4398.11,,-0.99%
02/28/2011,4444.57,4373.9,4452.45,4373.9,,1.62%
02/25/2011,4373.9,4302.76,4391.78,4302.76,,1.65%
02/24/2011,4302.76,4284.85,4311.29,4215.91,,0.42%
02/23/2011,4284.85,4359.65,4376.9,4281.87,,-1.72%
02/22/2011,4359.65,4417.44,4417.44,4357.6,,-1.31%
02/21/2011,4417.44,4445.98,4459.98,4415.86,,-0.64%
02/18/2011,4445.98,4478.08,4484.9,4442.85,,-0.72%
02/17/2011,4478.08,4536.75,4556.07,4473.45,,-1.29%
02/16/2011,4536.75,4572.34,4609.18,4533.85,,-0.78%
02/15/2011,4572.34,4608.24,4645.77,4559.79,,-0.78%
02/14/2011,4608.24,4578.14,4635.09,4578.14,,0.66%
02/11/2011,4578.14,4464.02,4593.88,4464.02,,2.56%
02/10/2011,4464.02,4431.69,4490.27,4370.83,,0.73%
02/09/2011,4431.69,4544.24,4561.44,4426.58,,-2.48%
02/08/2011,4544.24,4590.66,4609.83,4537.52,,-1.01%
02/07/2011,4590.66,4610.28,4630.72,4589.19,,-0.43%
02/04/2011,4610.28,4566.94,4622.98,4527.03,,0.95%
02/03/2011,4566.94,4632.06,4634.18,4548.36,,-1.41%
02/02/2011,4632.06,4706.54,4721.83,4626.14,,-1.58%
02/01/2011,4706.54,4673.07,4737.84,4669.56,,0.72%
01/31/2011,4673.07,4672.33,4689.91,4634.9,,0.02%
01/28/2011,4672.33,4766.1,4784.15,4646.99,,-1.97%
01/27/2011,4766.1,4838.53,4848.9,4753.77,,-1.50%
01/26/2011,4838.53,4830.83,4862,4830.83,,0.16%
01/25/2011,4830.83,4882.97,4885.19,4819.02,,-1.07%
01/24/2011,4882.97,4875.66,4895.1,4864.29,,0.15%
01/21/2011,4875.66,4870.84,4891.23,4870.42,,0.10%
01/20/2011,4870.84,4901.86,4904.72,4837.28,,-0.63%
01/19/2011,4901.86,4929.79,4957.25,4896.95,,-0.57%
01/18/2011,4929.79,4934.24,4956.34,4924.83,,-0.09%
01/17/2011,4934.24,4931.41,4942.02,4914.49,,0.06%
01/14/2011,4931.41,4939.11,4951.08,4922.87,,-0.16%
01/13/2011,4939.11,4878.42,4953.78,4878.42,,1.24%
01/12/2011,4878.42,4829.94,4883.75,4829.94,,1.00%
01/11/2011,4829.94,4863.31,4907.39,4827.15,,-0.69%
01/10/2011,4863.31,4947.04,4958.58,4863.31,,-1.69%
01/07/2011,4947.04,4996.75,5022.94,4940.88,,-0.99%
01/06/2011,4996.75,5040.97,5048.13,4995.23,,-0.88%
01/05/2011,5040.97,5024.65,5044.66,5001.37,,0.32%
01/04/2011,5024.65,4967.51,5033.21,4967.51,,1.15%
01/03/2011,4967.51,4927.53,4971.75,4927.53,,0.81%
12/30/2010,4927.53,4888.1,4929.74,4884.06,,0.81%
12/29/2010,4888.1,4835.22,4889.56,4835.22,,1.09%
12/28/2010,4835.22,4840.56,4862.74,4824.11,,-0.11%
12/27/2010,4840.56,4895.59,4913.18,4834.62,,-1.12%
12/24/2010,4895.59,4884.09,4901.95,4879.11,,0.24%
12/23/2010,4884.09,4885.83,4897.73,4874.84,,-0.04%
12/22/2010,4885.83,4950.94,4961.99,4858.43,,-1.32%
12/21/2010,4950.94,4992.94,4996.29,4945.88,,-0.84%
12/20/2010,4992.94,5006.59,5020.38,4982.3,,-0.27%
12/17/2010,5006.59,5003.08,5014.99,4984.88,,0.07%
12/16/2010,5003.08,4996.85,5006.71,4977.65,,0.12%
12/15/2010,4996.85,4967.67,4999.39,4967.67,,0.59%
12/14/2010,4967.67,4945.18,4973.9,4944.3,,0.45%
12/13/2010,4945.18,4945.74,4958.39,4938.74,,-0.01%
12/10/2010,4945.74,4964.05,4975.18,4937.45,,-0.37%
12/09/2010,4964.05,4989.05,4996.66,4954.81,,-0.50%
12/07/2010,4989.05,4963.15,4992.53,4964.46,,0.52%
12/06/2010,4963.15,4970.02,4977.03,4950.1,,-0.14%
12/03/2010,4970.02,4978.28,4982.28,4953.11,,-0.17%
12/02/2010,4978.28,4956.79,4983.73,4956.79,,0.43%
12/01/2010,4956.79,4956.95,4998.74,4951,,0.00%
11/30/2010,4956.95,4973.58,4976.61,4941.35,,-0.33%
11/29/2010,4973.58,4974.77,4983.5,4946.3,,-0.02%
11/26/2010,4974.77,4988.63,4988.63,4955.61,,-0.28%
11/25/2010,4988.63,5003.85,5009.37,4986,,-0.30%
11/24/2010,5003.85,4951.73,5008.21,4951.73,,1.05%
11/23/2010,4951.73,4988.08,4988.08,4932.39,,-0.73%
11/22/2010,4988.08,4965.17,4992.48,4959.62,,0.46%
11/19/2010,4965.17,4931.35,4973.02,4923.34,,0.69%
11/18/2010,4931.35,4900.62,4942.4,4900.62,,0.63%
11/17/2010,4900.62,4885.13,4909.58,4870.18,,0.32%
11/16/2010,4885.13,4955.97,4955.97,4872.81,,-1.43%
11/15/2010,4955.97,4977.95,4986.28,4947.62,,-0.44%
11/12/2010,4977.95,5013.97,5014.47,4963.04,,-0.72%
11/11/2010,5013.97,5026.28,5033.09,5001.19,,-0.24%
11/10/2010,5026.28,5024.9,5035.68,4990.71,,0.03%
11/09/2010,5024.9,5003.16,5047,4999.07,,0.43%
11/08/2010,5003.16,4958.44,5007.44,4933.39,,0.90%
11/05/2010,4958.44,4973.03,4985.88,4949.39,,-0.29%
11/04/2010,4973.03,4977.13,5013.69,4966.36,,-0.08%
11/03/2010,4977.13,4986.74,5027.6,4952.85,,-0.19%
11/02/2010,4986.74,4912.53,4988.81,4912.53,,1.51%
10/29/2010,4912.53,4885.94,4920.37,4885.39,,0.54%
10/28/2010,4885.94,4877.61,4905.52,4877.28,,0.17%
10/27/2010,4877.61,4834.57,4882.18,4826.66,,0.89%
10/26/2010,4834.57,4808.75,4837.1,4792.51,,0.54%
10/25/2010,4808.75,4793.37,4812.7,4786.32,,0.32%
10/22/2010,4793.37,4786.83,4798.31,4772.93,,0.14%
10/21/2010,4786.83,4767.13,4804.24,4767.13,,0.41%
10/20/2010,4767.13,4765.01,4782.58,4759.76,,0.04%
10/19/2010,4765.01,4747.4,4770.76,4728.5,,0.37%
10/18/2010,4747.4,4735.06,4760.34,4733.19,,0.26%
10/15/2010,4735.06,4771.09,4784.91,4731.76,,-0.76%
10/14/2010,4771.09,4794.11,4801.08,4757.37,,-0.48%
10/13/2010,4794.11,4666.77,4794.11,4666.77,,2.73%
10/12/2010,4666.77,4699.18,4701.72,4665.55,,-0.69%
10/08/2010,4699.18,4702.07,4707.05,4674.11,,-0.06%
10/07/2010,4702.07,4758.42,4768.07,4691.43,,-1.18%
10/06/2010,4758.42,4773.12,4780.79,4742.9,,-0.31%
10/05/2010,4773.12,4787.08,4803.72,4763.47,,-0.29%
10/04/2010,4787.08,4802.93,4823.54,4773.51,,-0.33%
10/01/2010,4802.93,4795.38,4813.06,4786.19,,0.16%
09/30/2010,4795.38,4782.83,4805.07,4738.31,,0.26%
09/29/2010,4782.83,4804.62,4806.13,4772.45,,-0.45%
09/28/2010,4804.62,4777.4,4805.84,4758.22,,0.57%
09/27/2010,4777.4,4730.2,4784.51,4730.95,,1.00%
09/24/2010,4730.2,4730.86,4762.1,4705.5,,-0.01%
09/23/2010,4730.86,4772.29,4772.29,4726.69,,-0.87%
09/22/2010,4772.29,4818.27,4819.34,4767.41,,-0.95%
09/21/2010,4818.27,4813.52,4849.17,4794.67,,0.10%
09/16/2010,4813.52,4821.9,4838.2,4807.29,,-0.17%
09/15/2010,4821.9,4800.83,4831.23,4790.2,,0.44%
09/14/2010,4800.83,4760.88,4803.02,4746.22,,0.84%
09/13/2010,4760.88,4710.86,4763.51,4710.21,,1.06%
09/10/2010,4710.86,4698.1,4713.39,4694.75,,0.27%
09/09/2010,4698.1,4664.07,4703.27,4664.07,,0.73%
09/08/2010,4664.07,4604.19,4669.55,4604.19,,1.30%
09/07/2010,4604.19,4634.1,4640.83,4591.63,,-0.65%
09/06/2010,4634.1,4628.12,4766.84,4620.51,,0.13%
09/03/2010,4628.12,4597.6,4634.28,4598.51,,0.66%
09/02/2010,4597.6,4582.79,4604.02,4576.78,,0.32%
09/01/2010,4582.79,4525.01,4585.13,4525.01,,1.28%
08/31/2010,4525.01,4487.45,4526.75,4484.82,,0.84%
08/30/2010,4487.45,4480.35,4501.02,4476.69,,0.16%
08/27/2010,4480.35,4455.1,4487.15,4448.9,,0.57%
08/26/2010,4455.1,4453.2,4485.41,4442.3,,0.04%
08/25/2010,4453.2,4506.38,4509,4452.57,,-1.18%
08/24/2010,4506.38,4523.51,4523.51,4482.38,,-0.38%
08/23/2010,4523.51,4513.31,4543.92,4513.07,,0.23%
08/20/2010,4513.31,4522.38,4525.16,4504.43,,-0.20%
08/19/2010,4522.38,4513.66,4522.53,4481.17,,0.19%
08/18/2010,4513.66,4495.3,4518.23,4491.18,,0.41%
08/17/2010,4495.3,4464.44,4503.83,4464.44,,0.69%
08/16/2010,4464.44,4462.24,4513.29,4444.79,,0.05%
08/13/2010,4462.24,4384.46,4464.37,4383.1,,1.77%
08/12/2010,4384.46,4388.52,4482.82,4339.23,,-0.09%
08/11/2010,4388.52,4482.82,4482.82,4386.7,,-2.10%
08/10/2010,4482.82,4495.91,4497.92,4454.44,,-0.29%
08/09/2010,4495.91,4462.82,4497.92,4462.82,,0.74%
08/06/2010,4462.82,4441.34,4464.96,4430.63,,0.48%
08/05/2010,4441.34,4422.36,4445.14,4418.77,,0.43%
08/04/2010,4422.36,4399.58,4429.6,4399.58,,0.52%
08/03/2010,4399.58,4418.66,4426.94,4397.83,,-0.43%
08/02/2010,4418.66,4364.15,4420.52,4364.15,,1.25%
07/30/2010,4364.15,4357.21,4366.84,4336.81,,0.16%
07/29/2010,4357.21,4354.03,4370.19,4328.48,,0.07%
07/28/2010,4354.03,4379.08,4383,4346.87,,-0.57%
07/27/2010,4379.08,4366.65,4394.45,4360.65,,0.28%
07/26/2010,4366.65,4326,4373.64,4326,,0.94%
07/23/2010,4326,4304,4330.51,4304,,0.51%
07/22/2010,4304,4286.14,4329.05,4286.37,,0.42%
07/21/2010,4286.14,4241.75,4294.35,4241.75,,1.05%
07/20/2010,4241.75,4209.14,4242.48,4196.63,,0.77%
07/19/2010,4209.14,4221.61,4231.39,4173.31,,-0.30%
07/15/2010,4221.61,4213.19,4224.13,4187.92,,0.20%
07/14/2010,4213.19,4203.68,4224.28,4198.53,,0.23%
07/13/2010,4203.68,4168.13,4206.98,4168.13,,0.85%
07/12/2010,4168.13,4180.95,4188.86,4158.18,,-0.31%
07/09/2010,4180.95,4175.9,4193.1,4167.36,,0.12%
07/08/2010,4175.9,4129.39,4175.9,4129.39,,1.13%
07/07/2010,4129.39,4070.28,4133.65,4070.28,,1.45%
07/06/2010,4070.28,4032.01,4078.47,4032.01,,0.95%
07/05/2010,4032.01,4060.13,4070.05,4029.85,,-0.69%
07/02/2010,4060.13,4025.17,4123.85,4022.03,,0.87%
07/01/2010,4025.17,4065.29,4123.85,4022.03,,-0.99%
06/30/2010,4065.29,4078.72,4123.85,4062.54,,-0.33%
06/29/2010,4078.72,4123.85,4123.85,4064.84,,-1.09%
06/25/2010,4123.85,4075.27,4134.18,4072.9,,1.19%
06/24/2010,4075.27,4087.35,4151.4,4028.36,,-0.30%
06/23/2010,4087.35,4078.01,4151.4,4048.2,,0.23%
06/22/2010,4078.01,4117,4151.4,4073.1,,-0.95%
06/21/2010,4117,4121.72,4151.4,4106.26,,-0.11%
06/18/2010,4121.72,4083.3,4125.92,3969.23,,0.94%
06/17/2010,4083.3,4060.32,4087.77,3969.23,,0.57%
06/16/2010,4060.32,4035.98,4062.02,3969.23,,0.60%
06/15/2010,4035.98,3986.27,4050.08,3969.23,,1.25%
06/14/2010,3986.27,3969.23,3996.7,3969.23,,0.43%
06/11/2010,3969.23,3944.33,3971.37,3938.19,,0.63%
06/10/2010,3944.33,3903.4,3945.68,3911.2,,1.05%
06/09/2010,3903.4,3876.68,3914.78,3879.86,,0.69%
06/08/2010,3876.68,3860.66,3883.61,3864.8,,0.41%
06/07/2010,3860.66,3864.14,3870.92,3854.22,,-0.09%
06/04/2010,3864.14,3890.62,3879.27,3855.59,,-0.68%
06/03/2010,3890.62,3883.73,3901.07,3877.81,,0.18%
06/02/2010,3883.73,3836.33,3891.4,3833.79,,1.24%
06/01/2010,3836.33,3886.86,3880.33,3829.17,,-1.30%
05/31/2010,3886.86,3833.91,3887.89,3842.32,,1.38%
05/28/2010,3833.91,3812.25,3835.24,3799.29,,0.57%
05/27/2010,3812.25,3787.34,3817.37,3799.05,,0.66%
05/26/2010,3787.34,3727.84,3797.75,3734.41,,1.60%
05/25/2010,3727.84,3774.86,3751.31,3704.58,,-1.25%
05/24/2010,3774.86,3781.22,3798.39,3770.48,,-0.17%
05/20/2010,3781.22,3849.75,3850.95,3776.81,,-1.78%
05/19/2010,3849.75,3855.21,3858.4,3826.64,,-0.14%
05/18/2010,3855.21,3855.38,3873.54,3853.54,,0.00%
05/17/2010,3855.38,3839.42,3861.39,3814.66,,0.42%
05/14/2010,3839.42,3872.48,3873.48,3828.96,,-0.85%
05/13/2010,3872.48,3890.05,3894.84,3866.77,,-0.45%
05/12/2010,3890.05,3858.17,3895.37,3818.24,,0.83%
05/11/2010,3858.17,3851,3866.94,3843.68,,0.19%
05/10/2010,3851,3759.16,3854.26,3786.71,,2.44%
05/07/2010,3759.16,3779.73,3790.1,3736.19,,-0.54%
05/06/2010,3779.73,3819.79,3833.42,3731.47,,-1.05%
05/05/2010,3819.79,3849.54,3851.54,3803.49,,-0.77%
05/04/2010,3849.54,3877.01,3875.12,3848.3,,-0.71%
05/03/2010,3877.01,3865.45,3882.65,3819.37,,0.30%
04/30/2010,3865.45,3850.41,3866.59,3849.22,,0.39%
04/29/2010,3850.41,3814.6,3859.78,3824.97,,0.94%
04/28/2010,3814.6,3803.07,3824.3,3803.32,,0.30%
04/27/2010,3803.07,3826.93,3839.08,3792,,-0.62%
04/26/2010,3826.93,3836.02,3850.58,3825.84,,-0.24%
04/23/2010,3836.02,3833.6,3846.09,3833.64,,0.06%
04/22/2010,3833.6,3829.78,3836.8,3802.67,,0.10%
04/21/2010,3829.78,3832.25,3843.33,3828.7,,-0.06%
04/20/2010,3832.25,3800.27,3834.99,3807.77,,0.84%
04/19/2010,3800.27,3801.08,3805.46,3782.71,,-0.02%
04/16/2010,3801.08,3828.59,3833.31,3799.97,,-0.72%
04/15/2010,3828.59,3838.38,3851.89,3828.59,,-0.26%
04/14/2010,3838.38,3816.54,3845.92,3816.42,,0.57%
04/13/2010,3816.54,3827.7,3831.54,3811.48,,-0.29%
04/12/2010,3827.7,3842.28,3844.95,3822.26,,-0.38%
04/09/2010,3842.28,3828.97,3845.53,3826.49,,0.35%
04/08/2010,3828.97,3849.61,3852.12,3824.28,,-0.54%
04/07/2010,3849.61,3853.76,3869.09,3846.76,,-0.11%
04/06/2010,3853.76,3828.25,3864.54,3830.22,,0.67%
04/05/2010,3828.25,3799.38,3831.76,3806.01,,0.76%
04/01/2010,3799.38,3763.12,3800.6,3765.04,,0.96%
03/31/2010,3763.12,3763.25,3785.32,3759.87,,0.00%
03/30/2010,3763.25,3745.51,3789.86,3749.06,,0.47%
03/29/2010,3745.51,3748.92,3763.03,3741.91,,-0.09%
03/26/2010,3748.92,3758.39,3771.97,3745.98,,-0.25%
03/25/2010,3758.39,3774.48,3795.63,3753.59,,-0.43%
03/24/2010,3774.48,3784.23,3788.21,3773.58,,-0.26%
03/23/2010,3784.23,3778.83,3791.07,3774.16,,0.14%
03/22/2010,3778.83,3764.69,3781.48,3755.78,,0.38%
03/19/2010,3764.69,3802.23,3806.7,3759.18,,-0.99%
03/18/2010,3802.23,3799.55,3813.26,3796.15,,0.07%
03/17/2010,3799.55,3818.27,3839.99,3799.07,,-0.49%
03/16/2010,3818.27,3791.73,3819.75,3791.71,,0.70%
03/15/2010,3791.73,3824.49,3829.57,3784.29,,-0.86%
03/12/2010,3824.49,3816.32,3833.26,3815.14,,0.21%
03/11/2010,3816.32,3813.98,3824.05,3810.71,,0.06%
03/10/2010,3813.98,3792.35,3820,3787.95,,0.57%
03/09/2010,3792.35,3798.82,3796.74,3780.66,,-0.17%
03/08/2010,3798.82,3789.77,3802.82,3782.64,,0.24%
03/05/2010,3789.77,3742.17,3799.14,3746.48,,1.27%
03/04/2010,3742.17,3708.91,3761.23,3709.72,,0.90%
03/03/2010,3708.91,3760.39,3760.07,3689.69,,-1.37%
03/02/2010,3760.39,3782.04,3772.19,3737.18,,-0.57%
03/01/2010,3782.04,3827.44,3785.19,3715.32,,-1.19%
02/26/2010,3827.44,3787.71,3831.79,3787.78,,1.05%
02/25/2010,3787.71,3814.92,3814.82,3777.97,,-0.71%
02/24/2010,3814.92,3817.57,3826.28,3805.27,,-0.07%
02/23/2010,3817.57,3850.74,3853.78,3815.66,,-0.86%
02/22/2010,3850.74,3845.05,3855.8,3845.91,,0.15%
02/19/2010,3845.05,3859.96,3862.52,3844.29,,-0.39%
02/18/2010,3859.96,3860.71,3868.09,3847.21,,-0.02%
02/17/2010,3860.71,3820.55,3863.26,3824.21,,1.05%
02/16/2010,3820.55,3767.31,3821.57,3768.23,,1.41%
02/15/2010,3767.31,3770.77,3783.05,3763.82,,-0.09%
02/12/2010,3770.77,3780.52,3781.61,3756.04,,-0.26%
02/11/2010,3780.52,3752.2,3786.72,3747.63,,0.75%
02/10/2010,3752.2,3759.53,3783.81,3743.75,,-0.19%
02/09/2010,3759.53,3734.22,3784.85,3738.34,,0.68%
02/08/2010,3734.22,3696.24,3743.36,3694.72,,1.03%
02/05/2010,3696.24,3774.2,3769.24,3689.25,,-2.07%
02/04/2010,3774.2,3851.61,3851.68,3772.04,,-2.01%
02/03/2010,3851.61,3853.58,3861.42,3833.43,,-0.05%
02/02/2010,3853.58,3832.55,3856.53,3828.23,,0.55%
02/01/2010,3832.55,3808.96,3840.01,3802.1,,0.62%
01/29/2010,3808.96,3774.02,3814.37,3764.87,,0.93%
01/28/2010,3774.02,3782.88,3806.36,3746.04,,-0.23%
01/27/2010,3782.88,3809.37,3819.31,3767.76,,-0.70%
01/26/2010,3809.37,3802.39,3814.01,3793.22,,0.18%
01/25/2010,3802.39,3774.82,3803.52,3771.88,,0.73%
01/22/2010,3774.82,3780.6,3784.12,3743.3,,-0.15%
01/21/2010,3780.6,3813.93,3817.77,3776.35,,-0.87%
01/20/2010,3813.93,3814.97,3817.12,3790.42,,-0.03%
01/19/2010,3814.97,3802.92,3817.6,3774.17,,0.32%
01/18/2010,3802.92,3756.18,3807.16,3777.93,,1.24%
01/15/2010,3756.18,3782.53,3784.36,3739.25,,-0.70%
01/14/2010,3782.53,3760.01,3787.38,3755.64,,0.60%
01/13/2010,3760.01,3740.19,3761.33,3731.99,,0.53%
01/12/2010,3740.19,3744.17,3744.57,3705.95,,-0.11%
01/11/2010,3744.17,3726.5,3764.75,3727.58,,0.47%
01/08/2010,3726.5,3681.06,3730.13,3685.52,,1.23%
01/07/2010,3681.06,3639.96,3684.55,3623.32,,1.13%
01/06/2010,3639.96,3624.1,3644.65,3616.49,,0.44%
01/05/2010,3624.1,3620.7,3641.82,3619.01,,0.09%
01/04/2010,3620.7,3581.42,3624.34,3566.87,,1.10%
12/30/2009,3581.42,3563.18,3582.98,3556.92,,0.51%
12/29/2009,3563.18,3541.45,3566.4,3543.16,,0.61%
12/28/2009,3541.45,3529.82,3543.5,3527.75,,0.33%
12/24/2009,3529.82,3523.46,3531.42,3517.61,,0.18%
12/23/2009,3523.46,3514.7,3524.13,3513.24,,0.25%
12/22/2009,3514.7,3518.57,3524.88,3508.84,,-0.11%
12/21/2009,3518.57,3499.07,3523.22,3491.62,,0.56%
12/18/2009,3499.07,3482.5,3500.4,3466.29,,0.48%
12/17/2009,3482.5,3483.11,3484.12,3456.61,,-0.02%
12/16/2009,3483.11,3473.3,3492.59,3473.36,,0.28%
12/15/2009,3473.3,3465.49,3474.31,3445.49,,0.23%
12/14/2009,3465.49,3435.12,3467.85,3420.15,,0.88%
12/11/2009,3435.12,3361.08,3435.51,3366.08,,2.20%
12/10/2009,3361.08,3322.38,3365.25,3322.56,,1.16%
12/09/2009,3322.38,3329.76,3329.39,3313.93,,-0.22%
12/07/2009,3329.76,3349.72,3354.43,3329.76,,-0.60%
12/04/2009,3349.72,3328.98,3359.68,3329.93,,0.62%
12/03/2009,3328.98,3343.55,3360.28,3328.75,,-0.44%
12/02/2009,3343.55,3323.52,3364.03,3323.65,,0.60%
12/01/2009,3323.52,3255.32,3325.32,3255.81,,2.10%
11/30/2009,3255.32,3222.22,3262.61,3222.07,,1.03%
11/27/2009,3222.22,3184.04,3239.94,3168.07,,1.20%
11/26/2009,3184.04,3254.29,3255.91,3181.56,,-2.16%
11/25/2009,3254.29,3251.16,3259.78,3246.13,,0.10%
11/24/2009,3251.16,3268.85,3270,3241.31,,-0.54%
11/23/2009,3268.85,3289.6,3308.02,3261.1,,-0.63%
11/20/2009,3289.6,3264.16,3289.6,3260.92,,0.78%
11/19/2009,3264.16,3251.63,3269.89,3228.28,,0.39%
11/18/2009,3251.63,3284.1,3296.12,3246.21,,-0.99%
11/17/2009,3284.1,3324.92,3326.32,3280.53,,-1.23%
11/16/2009,3324.92,3337.07,3350.26,3318.36,,-0.36%
11/13/2009,3337.07,3343.85,3359.39,3335.22,,-0.20%
11/12/2009,3343.85,3373.76,3374.05,3342.8,,-0.89%
11/11/2009,3373.76,3389.37,3395.22,3370.91,,-0.46%
11/10/2009,3389.37,3403.41,3406.14,3389.37,,-0.41%
11/09/2009,3403.41,3364.23,3403.41,3366.16,,1.16%
11/06/2009,3364.23,3351.61,3366.32,3332.73,,0.38%
11/05/2009,3351.61,3347.01,3353.85,3343.66,,0.14%
11/04/2009,3347.01,3291.72,3350.88,3292.33,,1.68%
11/03/2009,3291.72,3286.68,3298.27,3253.84,,0.15%
11/02/2009,3286.68,3314.45,3332.65,3283.11,,-0.84%
10/30/2009,3314.45,3372.02,3378.68,3303.18,,-1.71%
10/29/2009,3372.02,3321.75,3373.53,3320.32,,1.51%
10/28/2009,3321.75,3372.17,3369.22,3321.42,,-1.50%
10/27/2009,3372.17,3405.56,3404.58,3370.07,,-0.98%
10/26/2009,3405.56,3421.95,3436.3,3403.64,,-0.48%
10/23/2009,3421.95,3414.27,3434.95,3414.37,,0.22%
10/22/2009,3414.27,3424.01,3423.54,3396.99,,-0.28%
10/21/2009,3424.01,3445.16,3448.66,3422.23,,-0.61%
10/20/2009,3445.16,3456.39,3464.11,3433.47,,-0.32%
